customer,recency,frequency,monetary,cluster,cluster_label
3b6c8029bzs,8,1,828.07,4,Cliente Perdido
3b72ad7dbzs,2,1,744.43,1,Cliente Prometedor
3b795ba2bzs,2,1,10660.87,1,Cliente Prometedor
3b7c1a27bzs,2,1,7635.72,1,Cliente Prometedor
3b821209bzs,22,1,967.3,0,Clientes que Necesitan Atención
3b9b50c8bzs,22,1,2631.6,0,Clientes que Necesitan Atención
3badb9e1bzs,13,1,2740.57,4,Cliente Perdido
3bb090c3bzs,4,16,75279.57,2,Cliente Leal
3bbe2089bzs,12,1,628.32,4,Cliente Perdido
3bc648b7bzs,24,1,3066.29,0,Clientes que Necesitan Atención
3befd227bzs,8,1,13041.72,4,Cliente Perdido
3bf22618bzs,5,4,4678.74,1,Cliente Prometedor
3c00bd80bzs,11,1,814.98,4,Cliente Perdido
3c095db8bzs,17,1,4586.77,0,Clientes que Necesitan Atención
3c0f3c99bzs,23,1,1344.53,0,Clientes que Necesitan Atención
3c10d0debzs,12,2,1993.59,4,Cliente Perdido
3c454298bzs,23,1,736.27,0,Clientes que Necesitan Atención
3c470972bzs,21,1,800.36,0,Clientes que Necesitan Atención
3c477e01bzs,17,1,761.43,0,Clientes que Necesitan Atención
3c4995bfbzs,1,20,29494.49,1,Cliente Prometedor
3c59cb6ebzs,6,5,4944.110000000001,1,Cliente Prometedor
3c5c65fdbzs,4,7,8860.23,1,Cliente Prometedor
3c60b26fbzs,20,2,1636.5900000000001,0,Clientes que Necesitan Atención
3c7a9eb1bzs,5,4,2854.6400000000003,1,Cliente Prometedor
3c808d43bzs,18,2,3601.62,0,Clientes que Necesitan Atención
3c87df18bzs,24,1,1872.38,0,Clientes que Necesitan Atención
3c9c1293bzs,17,1,1380.57,0,Clientes que Necesitan Atención
3c9ebb48bzs,12,1,922.25,4,Cliente Perdido
3ca5c00cbzs,19,1,1119.28,0,Clientes que Necesitan Atención
3cbc59d3bzs,22,1,23830.6,0,Clientes que Necesitan Atención
3cc0361ebzs,23,1,2094.74,0,Clientes que Necesitan Atención
3cc6c001bzs,13,1,2225.3,4,Cliente Perdido
3cc7492cbzs,21,1,2426.58,0,Clientes que Necesitan Atención
3cdaea64bzs,3,46,118261.18,2,Cliente Leal
3ce038ecbzs,22,1,2552.38,0,Clientes que Necesitan Atención
3ce3d948bzs,23,1,1961.29,0,Clientes que Necesitan Atención
3ce843aabzs,17,1,3295.7832,0,Clientes que Necesitan Atención
3cf89b21bzs,5,1,17178.33,1,Cliente Prometedor
3d26a061bzs,8,4,6505.9,1,Cliente Prometedor
3d63a55cbzs,15,2,3755.2999999999997,4,Cliente Perdido
3d866c64bzs,19,2,3637.15,0,Clientes que Necesitan Atención
3d86e182bzs,14,3,2375.24,4,Cliente Perdido
3d921d0cbzs,20,1,725.9,0,Clientes que Necesitan Atención
3db0842bbzs,17,1,1418.99,0,Clientes que Necesitan Atención
3dbc973dbzs,6,7,21599.86,1,Cliente Prometedor
3dd20133bzs,10,1,807.84,4,Cliente Perdido
3dd2e326bzs,7,5,9849.97,1,Cliente Prometedor
3dd83309bzs,3,24,48183.44,2,Cliente Leal
3de3d812bzs,22,1,444.38,0,Clientes que Necesitan Atención
3de49354bzs,14,2,1021.53,4,Cliente Perdido
3df35376bzs,6,1,2084.88,1,Cliente Prometedor
3e069a6dbzs,2,6,11390.34,1,Cliente Prometedor
3e2e1222bzs,3,6,8286.82,1,Cliente Prometedor
3e30c6ebbzs,23,1,698.7,0,Clientes que Necesitan Atención
3e623f35bzs,11,1,2109.87,4,Cliente Perdido
3e73c34bbzs,3,1,5151.85,1,Cliente Prometedor
3e841a56bzs,21,1,645.66,0,Clientes que Necesitan Atención
3e9292e1bzs,11,1,4447.03,4,Cliente Perdido
3ed64126bzs,4,2,4618.73,1,Cliente Prometedor
3ef142d3bzs,18,1,4321.4,0,Clientes que Necesitan Atención
3ef202d6bzs,11,1,1265.82,4,Cliente Perdido
3ef343a6bzs,20,1,2638.9474,0,Clientes que Necesitan Atención
3ef3dfe9bzs,13,2,75052.11,4,Cliente Perdido
3effe256bzs,5,2,14383.7,1,Cliente Prometedor
3f04a2b6bzs,23,1,2673.93,0,Clientes que Necesitan Atención
3f0cfc61bzs,16,2,2459.05,4,Cliente Perdido
3f16a9f2bzs,22,1,1081.71,0,Clientes que Necesitan Atención
3f299bb3bzs,1,14,40252.6,1,Cliente Prometedor
3f2bc913bzs,17,1,2069.58,0,Clientes que Necesitan Atención
3f468c8fbzs,1,35,86346.56999999999,2,Cliente Leal
3f56691fbzs,23,1,2148.8,0,Clientes que Necesitan Atención
3f5b4092bzs,22,1,1709.18,0,Clientes que Necesitan Atención
3f612ecfbzs,21,1,5731.55,0,Clientes que Necesitan Atención
3f62e4cfbzs,1,9,14333.04,1,Cliente Prometedor
3f81c804bzs,19,1,1388.39,0,Clientes que Necesitan Atención
3f891249bzs,2,7,9476.99,1,Cliente Prometedor
3f91bf6ebzs,4,1,394.91,1,Cliente Prometedor
3f9df893bzs,9,1,2049.52,4,Cliente Perdido
3fcd2f23bzs,18,1,1744.2,0,Clientes que Necesitan Atención
3fcef5a1bzs,7,1,1030.03,1,Cliente Prometedor
3fd5c2bebzs,5,1,1528.98,1,Cliente Prometedor
3fdb98bbbzs,6,1,1393.66,1,Cliente Prometedor
3fe29062bzs,4,3,42972.77,1,Cliente Prometedor
3fe652c2bzs,20,1,52227.91,0,Clientes que Necesitan Atención
3fe88837bzs,24,1,1784.49,0,Clientes que Necesitan Atención
3feb3073bzs,24,1,1996.65,0,Clientes que Necesitan Atención
400025cfbzs,3,2,894.1999999999999,1,Cliente Prometedor
4001709bbzs,13,1,937.55,4,Cliente Perdido
401ee39bbzs,21,1,1699.15,0,Clientes que Necesitan Atención
401fb659bzs,23,1,682.89,0,Clientes que Necesitan Atención
402b1eedbzs,12,2,3936.18,4,Cliente Perdido
40359903bzs,11,1,580.21,4,Cliente Perdido
4036ab51bzs,5,1,617.1,1,Cliente Prometedor
4042007cbzs,3,1,1804.04,1,Cliente Prometedor
404bb6fcbzs,8,1,1019.66,4,Cliente Perdido
405710c4bzs,22,1,2008.72,0,Clientes que Necesitan Atención
40598687bzs,17,1,1627.58,0,Clientes que Necesitan Atención
405bb8f1bzs,5,1,2923.49,1,Cliente Prometedor
405e1e1dbzs,3,1,2162.06,1,Cliente Prometedor
4073aa06bzs,5,1,2257.6,1,Cliente Prometedor
4084fed1bzs,8,3,5306.549999999999,4,Cliente Perdido
408d02bebzs,2,5,7712.73,1,Cliente Prometedor
40a819cabzs,14,3,8092.17,4,Cliente Perdido
40aec1cdbzs,7,1,1748.79,1,Cliente Prometedor
40c51c51bzs,14,1,2209.66,4,Cliente Perdido
40ca19e3bzs,1,18,18934.5694,1,Cliente Prometedor
40cb6e33bzs,4,22,55458.59,2,Cliente Leal
40d1e3f6bzs,21,1,686.29,0,Clientes que Necesitan Atención
40dcde9abzs,14,2,3568.98,4,Cliente Perdido
40df8a4fbzs,8,1,755.65,4,Cliente Perdido
40e375fbbzs,9,1,6342.53,4,Cliente Perdido
40e72dbabzs,21,1,10764.4,0,Clientes que Necesitan Atención
40f23193bzs,22,1,1168.41,0,Clientes que Necesitan Atención
40f97455bzs,10,1,1391.45,4,Cliente Perdido
40ff57eabzs,9,4,4713.93,4,Cliente Perdido
410384a9bzs,20,1,3708.89,0,Clientes que Necesitan Atención
4109c5ddbzs,23,1,881.96,0,Clientes que Necesitan Atención
41169994bzs,22,1,698.7,0,Clientes que Necesitan Atención
4117d7dbbzs,11,1,1005.72,4,Cliente Perdido
41293442bzs,2,5,17238.34,1,Cliente Prometedor
412e80cebzs,3,2,3084.31,1,Cliente Prometedor
41344c32bzs,23,1,2209.83,0,Clientes que Necesitan Atención
41345033bzs,7,3,3989.56,1,Cliente Prometedor
413722febzs,23,1,298.18,0,Clientes que Necesitan Atención
4151d2cebzs,8,2,4279.92,4,Cliente Perdido
4152af1bbzs,13,2,6546.1900000000005,4,Cliente Perdido
4153179bbzs,21,1,608.26,0,Clientes que Necesitan Atención
4165b1aebzs,2,1,734.91,1,Cliente Prometedor
4183d488bzs,17,1,2144.21,0,Clientes que Necesitan Atención
41909cf8bzs,23,1,5650.8,0,Clientes que Necesitan Atención
41920d8abzs,14,1,609.45,4,Cliente Perdido
41aad0febzs,1,1,649.06,1,Cliente Prometedor
41acee78bzs,6,1,400.18,1,Cliente Prometedor
41bdd480bzs,21,1,995.35,0,Clientes que Necesitan Atención
41ccb35dbzs,24,1,1931.03,0,Clientes que Necesitan Atención
41e593bfbzs,4,2,2322.2,1,Cliente Prometedor
41ee30d6bzs,6,2,2315.7400000000002,1,Cliente Prometedor
41ffadf1bzs,22,2,2338.52,0,Clientes que Necesitan Atención
42032277bzs,20,1,23796.6,0,Clientes que Necesitan Atención
421b5aa3bzs,8,3,2173.11,4,Cliente Perdido
423cc1f8bzs,21,1,13740.25,0,Clientes que Necesitan Atención
4240f535bzs,11,2,4651.71,4,Cliente Perdido
424914adbzs,11,1,953.53,4,Cliente Perdido
42697976bzs,9,1,1037.17,4,Cliente Perdido
4276fa95bzs,6,1,737.12,1,Cliente Prometedor
42922ce2bzs,4,1,431.29,1,Cliente Prometedor
429bbfefbzs,6,1,1113.67,1,Cliente Prometedor
42a128ecbzs,1,1,3947.4,1,Cliente Prometedor
42b0418bbzs,23,1,7445.66,0,Clientes que Necesitan Atención
42bafd47bzs,24,1,34511.19,0,Clientes que Necesitan Atención
42cf5d27bzs,19,2,3133.78,0,Clientes que Necesitan Atención
42e2ff1dbzs,3,1,1238.11,1,Cliente Prometedor
42eaa038bzs,15,1,1194.42,4,Cliente Perdido
42ec6dd4bzs,4,1,902.36,1,Cliente Prometedor
42f2e052bzs,5,5,61058.729999999996,1,Cliente Prometedor
43080061bzs,17,1,2133.16,0,Clientes que Necesitan Atención
43117da1bzs,1,4,88481.26,1,Cliente Prometedor
4313703bbzs,20,1,1416.61,0,Clientes que Necesitan Atención
4318dc44bzs,8,1,3252.44,4,Cliente Perdido
4323d19ebzs,17,1,1866.94,0,Clientes que Necesitan Atención
4348386cbzs,6,6,8852.07,1,Cliente Prometedor
43565ed7bzs,14,1,1733.49,4,Cliente Perdido
43588c23bzs,21,1,1878.84,0,Clientes que Necesitan Atención
436be3b3bzs,24,1,698.7,0,Clientes que Necesitan Atención
436e465fbzs,20,2,1830.56,0,Clientes que Necesitan Atención
436f52f6bzs,1,1,670.65,1,Cliente Prometedor
438a6b93bzs,24,1,2569.72,0,Clientes que Necesitan Atención
438aaeadbzs,13,2,4677.889999999999,4,Cliente Perdido
439a452ebzs,21,1,4651.03,0,Clientes que Necesitan Atención
439beb19bzs,5,1,938.06,1,Cliente Prometedor
43b660c5bzs,2,4,7251.6900000000005,1,Cliente Prometedor
43c590d7bzs,18,1,1461.49,0,Clientes que Necesitan Atención
43d0171fbzs,19,1,4116.38,0,Clientes que Necesitan Atención
43df3f6dbzs,24,1,470.9,0,Clientes que Necesitan Atención
43f5b3dbbzs,11,3,2435.25,4,Cliente Perdido
43f7ee83bzs,12,3,3535.1500000000005,4,Cliente Perdido
43faf5d9bzs,22,1,3460.01,0,Clientes que Necesitan Atención
43ff3baebzs,5,1,1047.2,1,Cliente Prometedor
4403fbccbzs,17,1,1085.45,0,Clientes que Necesitan Atención
44152abcbzs,8,1,1962.48,4,Cliente Perdido
441e7e60bzs,3,1,1709.18,1,Cliente Prometedor
4429617abzs,19,1,580.04,0,Clientes que Necesitan Atención
44306a13bzs,8,2,1897.71,4,Cliente Perdido
443153cebzs,20,1,13337.18,0,Clientes que Necesitan Atención
443d9480bzs,5,1,630.36,1,Cliente Prometedor
44668296bzs,14,1,642.43,4,Cliente Perdido
4469ee46bzs,23,1,755.99,0,Clientes que Necesitan Atención
446ebb01bzs,23,1,1339.43,0,Clientes que Necesitan Atención
4472e914bzs,14,1,1989.0,4,Cliente Perdido
44811546bzs,22,1,618.12,0,Clientes que Necesitan Atención
44842b38bzs,8,1,2312.85,4,Cliente Perdido
448442b0bzs,6,6,16694.68,1,Cliente Prometedor
448998dbbzs,16,1,580.21,4,Cliente Perdido
44988cbfbzs,22,1,761.26,0,Clientes que Necesitan Atención
44cb513dbzs,20,1,1182.69,0,Clientes que Necesitan Atención
44d5b6c5bzs,9,1,1588.48,4,Cliente Perdido
44eae8d3bzs,19,1,561.0,0,Clientes que Necesitan Atención
45067944bzs,3,3,10503.279999999999,1,Cliente Prometedor
45170a77bzs,12,3,1958.57,4,Cliente Perdido
451b9cbebzs,7,1,583.27,1,Cliente Prometedor
451ba865bzs,3,1,3741.19,1,Cliente Prometedor
4530bc24bzs,1,176,505204.4496,3,Mejores clientes
453a41f7bzs,5,8,28381.16,1,Cliente Prometedor
45493cbabzs,11,1,1242.53,4,Cliente Perdido
4549f010bzs,7,1,983.62,1,Cliente Prometedor
45509412bzs,16,1,820.59,4,Cliente Perdido
4571c316bzs,12,1,2091.68,4,Cliente Perdido
459f2beebzs,11,1,2296.53,4,Cliente Perdido
45a49e49bzs,4,5,11196.710000000001,1,Cliente Prometedor
45ab50edbzs,11,1,1219.75,4,Cliente Perdido
45c50689bzs,23,1,3304.46,0,Clientes que Necesitan Atención
45c8becfbzs,5,1,5892.37,1,Cliente Prometedor
45cca31fbzs,8,1,1197.31,4,Cliente Perdido
45cf6ad3bzs,5,1,2244.0,1,Cliente Prometedor
45e109a8bzs,6,1,10103.95,1,Cliente Prometedor
45e13ddebzs,12,2,10802.65,4,Cliente Perdido
45e7ba66bzs,1,31,91267.56,2,Cliente Leal
45f88231bzs,23,1,1822.57,0,Clientes que Necesitan Atención
460222edbzs,8,2,3313.4700000000003,4,Cliente Perdido
46034f4ebzs,22,1,1404.03,0,Clientes que Necesitan Atención
46269989bzs,17,1,1493.96,0,Clientes que Necesitan Atención
4628c2c5bzs,3,3,10085.42,1,Cliente Prometedor
462bdc4cbzs,7,2,1052.13,1,Cliente Prometedor
464246a9bzs,21,1,7879.67,0,Clientes que Necesitan Atención
4642f028bzs,21,1,2084.71,0,Clientes que Necesitan Atención
46623d7fbzs,3,2,2215.1,1,Cliente Prometedor
46710452bzs,23,1,1377.51,0,Clientes que Necesitan Atención
46787166bzs,11,4,4742.66,4,Cliente Perdido
46a2d796bzs,5,1,1818.49,1,Cliente Prometedor
46c63f80bzs,6,3,3181.21,1,Cliente Prometedor
46d1745fbzs,13,1,525.81,4,Cliente Perdido
46d1bf3dbzs,2,3,4408.1,1,Cliente Prometedor
46d21ac7bzs,1,2,6031.09,1,Cliente Prometedor
46e7462cbzs,15,1,1528.98,4,Cliente Perdido
47004a91bzs,6,3,4926.6,1,Cliente Prometedor
47052f17bzs,13,1,1305.26,4,Cliente Perdido
4719245cbzs,2,3,3895.8186,1,Cliente Prometedor
473c0d4abzs,21,1,1309.17,0,Clientes que Necesitan Atención
473d5888bzs,6,1,564.74,1,Cliente Prometedor
47412c2cbzs,23,1,421.26,0,Clientes que Necesitan Atención
474576fbbzs,4,4,5176.16,1,Cliente Prometedor
474734c3bzs,3,1,1455.03,1,Cliente Prometedor
4748cb35bzs,20,1,592.62,0,Clientes que Necesitan Atención
474b9b36bzs,21,3,8609.82,0,Clientes que Necesitan Atención
47573b80bzs,6,26,80498.4,2,Cliente Leal
475a0cf0bzs,10,1,2897.48,4,Cliente Perdido
476bc7a8bzs,8,3,3052.35,4,Cliente Perdido
477183dfbzs,16,1,499.63,4,Cliente Perdido
477b9a44bzs,1,7,8398.34,1,Cliente Prometedor
47957c9cbzs,21,1,421.94,0,Clientes que Necesitan Atención
4795a681bzs,1,26,122397.11,2,Cliente Leal
4795fbcdbzs,19,1,1159.06,0,Clientes que Necesitan Atención
47c02892bzs,23,1,1066.41,0,Clientes que Necesitan Atención
47c7bde9bzs,20,1,19347.36,0,Clientes que Necesitan Atención
47d3f06abzs,14,5,8606.93,4,Cliente Perdido
47ed7bb0bzs,22,1,987.87,0,Clientes que Necesitan Atención
47f4999bbzs,21,1,1347.25,0,Clientes que Necesitan Atención
47fa7ff8bzs,6,1,417.35,1,Cliente Prometedor
4801a60cbzs,23,1,2436.78,0,Clientes que Necesitan Atención
4801b676bzs,13,1,1024.76,4,Cliente Perdido
480ab3abbzs,15,1,9175.24,4,Cliente Perdido
481649a5bzs,22,1,2628.88,0,Clientes que Necesitan Atención
481d51e3bzs,1,6,11278.99,1,Cliente Prometedor
48247572bzs,2,1,392.36,1,Cliente Prometedor
482b296bbzs,3,2,1463.87,1,Cliente Prometedor
483c5c09bzs,14,1,1064.03,4,Cliente Perdido
483f2124bzs,14,2,2444.09,4,Cliente Perdido
484d4a10bzs,5,1,1436.33,1,Cliente Prometedor
486ba088bzs,21,1,3012.4,0,Clientes que Necesitan Atención
4877b01bbzs,6,2,2022.66,1,Cliente Prometedor
4878556cbzs,19,2,5862.96,0,Clientes que Necesitan Atención
487f40a3bzs,1,10,44197.45,1,Cliente Prometedor
488b9a36bzs,22,2,2774.0600000000004,0,Clientes que Necesitan Atención
488bca23bzs,1,12,28435.559999999998,1,Cliente Prometedor
488f84e0bzs,4,1,1258.34,1,Cliente Prometedor
489e75a7bzs,17,1,805.46,0,Clientes que Necesitan Atención
48a13ac5bzs,19,1,9655.66,0,Clientes que Necesitan Atención
48b5f0cbbzs,14,1,1046.69,4,Cliente Perdido
48b88a44bzs,11,6,4724.13,4,Cliente Perdido
48c3ff65bzs,9,4,15578.630000000001,4,Cliente Perdido
48c4cde8bzs,23,1,2061.25,0,Clientes que Necesitan Atención
48c7efa3bzs,21,1,760.07,0,Clientes que Necesitan Atención
48efd124bzs,6,5,4913.68,1,Cliente Prometedor
48f8ea35bzs,1,22,64633.32,2,Cliente Leal
48f98cbebzs,1,1,1935.62,1,Cliente Prometedor
48fbc6c0bzs,14,4,4597.48,4,Cliente Perdido
48fe8ce8bzs,8,1,522.07,4,Cliente Perdido
490baa41bzs,7,1,325.38,1,Cliente Prometedor
491384f3bzs,22,1,21234.02,0,Clientes que Necesitan Atención
49343032bzs,7,2,1281.46,1,Cliente Prometedor
49405fe0bzs,22,1,1171.98,0,Clientes que Necesitan Atención
494ac856bzs,14,1,1656.82,4,Cliente Perdido
49651a6cbzs,22,1,14327.09,0,Clientes que Necesitan Atención
496aa527bzs,7,4,22227.16,1,Cliente Prometedor
49703e01bzs,8,1,577.66,4,Cliente Perdido
497c1ed6bzs,7,6,9993.45,1,Cliente Prometedor
498ab4fcbzs,21,1,2961.91,0,Clientes que Necesitan Atención
498ed4fcbzs,11,2,2815.37,4,Cliente Perdido
49bbea52bzs,9,2,2761.6499999999996,4,Cliente Perdido
49cce4fbbzs,4,1,982.94,1,Cliente Prometedor
49d053fdbzs,1,1,1007.76,1,Cliente Prometedor
49d4517bbzs,13,1,1131.52,4,Cliente Perdido
49eb540bbzs,16,1,398.65,4,Cliente Perdido
49f24ae5bzs,2,2,2969.39,1,Cliente Prometedor
49f5ae41bzs,6,2,13871.32,1,Cliente Prometedor
49fcf013bzs,1,3,6945.01,1,Cliente Prometedor
4a18dfe5bzs,9,3,2556.29,4,Cliente Perdido
4a1ae5a0bzs,21,1,761.43,0,Clientes que Necesitan Atención
4a1c0b58bzs,24,1,1902.81,0,Clientes que Necesitan Atención
4a4732c4bzs,11,1,2924.17,4,Cliente Perdido
4a4eb880bzs,6,3,10283.3,1,Cliente Prometedor
4a57cccfbzs,10,2,2238.39,4,Cliente Perdido
4a584248bzs,23,3,2879.9700000000003,0,Clientes que Necesitan Atención
4a639aa1bzs,24,1,974.61,0,Clientes que Necesitan Atención
4a75089ebzs,20,1,1140.87,0,Clientes que Necesitan Atención
4a789623bzs,22,1,451.18,0,Clientes que Necesitan Atención
4a7b3e85bzs,15,1,880.77,4,Cliente Perdido
4a851c75bzs,4,16,40991.76,1,Cliente Prometedor
4a8f4b3bbzs,22,1,9536.66,0,Clientes que Necesitan Atención
4a904a40bzs,17,2,2509.0299999999997,0,Clientes que Necesitan Atención
4a909edcbzs,5,7,23785.89,1,Cliente Prometedor
4aa3eb9abzs,14,1,798.66,4,Cliente Perdido
4aa479cfbzs,15,1,944.69,4,Cliente Perdido
4ab5e064bzs,20,6,11482.82,0,Clientes que Necesitan Atención
4abd8585bzs,9,1,591.26,4,Cliente Perdido
4ac24b1fbzs,19,3,2890.34,0,Clientes que Necesitan Atención
4ac742d1bzs,3,1,796.96,1,Cliente Prometedor
4acc1b02bzs,21,1,3044.87,0,Clientes que Necesitan Atención
4af5c2c1bzs,20,2,5569.88,0,Clientes que Necesitan Atención
4b03c1ccbzs,13,1,2185.86,4,Cliente Perdido
4b0e2e5bbzs,4,6,10674.64,1,Cliente Prometedor
4b22f719bzs,23,1,698.7,0,Clientes que Necesitan Atención
4b38ef38bzs,23,1,2260.49,0,Clientes que Necesitan Atención
4b3bc972bzs,8,1,498.95,4,Cliente Perdido
4b484109bzs,11,5,53125.68,4,Cliente Perdido
4b51a8b8bzs,23,1,1535.1,0,Clientes que Necesitan Atención
4b5b7e30bzs,23,2,3239.1800000000003,0,Clientes que Necesitan Atención
4b5fdc83bzs,23,1,1143.93,0,Clientes que Necesitan Atención
4b647aacbzs,21,1,4530.5,0,Clientes que Necesitan Atención
4b66b610bzs,10,1,1538.5,4,Cliente Perdido
4b69c83abzs,13,1,1127.1,4,Cliente Perdido
4b762f44bzs,9,3,6202.790000000001,4,Cliente Perdido
4b7a073cbzs,20,1,1768.85,0,Clientes que Necesitan Atención
4b7db0a4bzs,24,1,1197.31,0,Clientes que Necesitan Atención
4ba8903cbzs,3,12,38598.67,1,Cliente Prometedor
4ba9104cbzs,4,6,10877.789999999999,1,Cliente Prometedor
4bad560fbzs,22,1,1234.37,0,Clientes que Necesitan Atención
4bb2b6b2bzs,21,1,4968.59,0,Clientes que Necesitan Atención
4bb40da9bzs,1,19,50625.32,1,Cliente Prometedor
4bc25c5dbzs,23,1,1378.36,0,Clientes que Necesitan Atención
4bd362b5bzs,23,1,682.55,0,Clientes que Necesitan Atención
4bef37cdbzs,1,56,90192.99,2,Cliente Leal
4c065926bzs,7,9,14765.52,1,Cliente Prometedor
4c0d2037bzs,6,3,21845.34,1,Cliente Prometedor
4c182964bzs,3,8,10499.369999999999,1,Cliente Prometedor
4c2a96d7bzs,2,4,4277.37,1,Cliente Prometedor
4c2c6cc8bzs,7,3,7305.75,1,Cliente Prometedor
4c46585cbzs,15,2,3427.54,4,Cliente Perdido
4c5cb12fbzs,23,1,375.7,0,Clientes que Necesitan Atención
4c5f9693bzs,15,2,8453.59,4,Cliente Perdido
4c6e1705bzs,1,1,689.86,1,Cliente Prometedor
4c7204abbzs,4,1,802.4,1,Cliente Prometedor
4c79fb7cbzs,21,1,3334.89,0,Clientes que Necesitan Atención
4ca12f6cbzs,16,1,1108.91,4,Cliente Perdido
4ca7e7b3bzs,22,1,2746.69,0,Clientes que Necesitan Atención
4cb67a2abzs,21,1,698.7,0,Clientes que Necesitan Atención
4cce32f5bzs,11,1,1743.69,4,Cliente Perdido
4cd72936bzs,3,5,9374.99,1,Cliente Prometedor
4cdf7694bzs,8,2,1699.83,4,Cliente Perdido
4cdfc48fbzs,21,1,2308.26,0,Clientes que Necesitan Atención
4ced4917bzs,6,3,2830.5,1,Cliente Prometedor
4d08497fbzs,6,1,4329.39,1,Cliente Prometedor
4d0d4511bzs,17,1,502.18,0,Clientes que Necesitan Atención
4d1c383dbzs,2,1,2718.13,1,Cliente Prometedor
4d44477cbzs,18,3,6042.99,0,Clientes que Necesitan Atención
4d661670bzs,3,8,53115.82,1,Cliente Prometedor
4d755777bzs,9,2,1730.77,4,Cliente Perdido
4d804068bzs,12,1,2070.6,4,Cliente Perdido
4d84750fbzs,15,1,1116.05,4,Cliente Perdido
4d84d62fbzs,13,1,835.38,4,Cliente Perdido
4d9a00f3bzs,2,1,1101.43,1,Cliente Prometedor
4de8f91bbzs,3,2,8416.53,1,Cliente Prometedor
4deecbaebzs,18,1,698.7,0,Clientes que Necesitan Atención
4e3e90dfbzs,7,1,5372.51,1,Cliente Prometedor
4e599ec9bzs,1,1,8395.62,1,Cliente Prometedor
4e601eb7bzs,1,1,2553.4,1,Cliente Prometedor
4e610a57bzs,21,1,2934.37,0,Clientes que Necesitan Atención
4e6b1c13bzs,5,2,1387.71,1,Cliente Prometedor
4e88afc2bzs,15,1,613.53,4,Cliente Perdido
4e9e86debzs,9,1,967.98,4,Cliente Perdido
4ea0e1b1bzs,17,2,4289.27,0,Clientes que Necesitan Atención
4ea1f813bzs,2,1,3169.14,1,Cliente Prometedor
4ebb3307bzs,2,2,6137.17,1,Cliente Prometedor
4ec0f926bzs,20,1,903.89,0,Clientes que Necesitan Atención
4ed06d25bzs,8,1,1774.12,4,Cliente Perdido
4ede7f2ebzs,11,2,2680.73,4,Cliente Perdido
4ee3806cbzs,17,1,1169.09,0,Clientes que Necesitan Atención
4f00fc49bzs,15,1,605.54,4,Cliente Perdido
4f0e0542bzs,5,1,3905.07,1,Cliente Prometedor
4f0f7a1dbzs,5,1,476.68,1,Cliente Prometedor
4f259ec5bzs,15,3,3228.98,4,Cliente Perdido
4f2d094cbzs,19,1,645.66,0,Clientes que Necesitan Atención
4f2de3d8bzs,7,1,286.11,1,Cliente Prometedor
4f406cc8bzs,20,2,2177.36,0,Clientes que Necesitan Atención
4f42f1c0bzs,12,2,2658.9700000000003,4,Cliente Perdido
4f49ccdfbzs,20,1,698.7,0,Clientes que Necesitan Atención
4f4acf6abzs,3,2,3779.6099999999997,1,Cliente Prometedor
4f58e481bzs,23,1,1677.05,0,Clientes que Necesitan Atención
4f5c4d3ebzs,21,1,1337.73,0,Clientes que Necesitan Atención
4fa46a6ebzs,9,1,1423.41,4,Cliente Perdido
4fb2ff6ebzs,17,1,4174.35,0,Clientes que Necesitan Atención
4fcc10e5bzs,13,1,480.42,4,Cliente Perdido
4fd07564bzs,5,5,7509.07,1,Cliente Prometedor
4fd5c126bzs,20,1,3434.85,0,Clientes que Necesitan Atención
4fd70dc9bzs,19,6,6749.17,0,Clientes que Necesitan Atención
4fe0039bbzs,23,1,1802.17,0,Clientes que Necesitan Atención
4fe0bc71bzs,16,1,1888.36,4,Cliente Perdido
4fe21677bzs,5,7,8653.17,1,Cliente Prometedor
4fe8b5b7bzs,18,2,4490.04,0,Clientes que Necesitan Atención
4fea4405bzs,15,1,1266.16,4,Cliente Perdido
500150c3bzs,11,1,921.06,4,Cliente Perdido
501cc607bzs,23,1,3760.06,0,Clientes que Necesitan Atención
503438fabzs,6,1,4947.68,1,Cliente Prometedor
503fe6c2bzs,21,1,3254.65,0,Clientes que Necesitan Atención
505e5696bzs,8,1,906.95,4,Cliente Perdido
506604c8bzs,1,8,8406.67,1,Cliente Prometedor
5069a32abzs,1,2,3890.62,1,Cliente Prometedor
506c4468bzs,3,74,179450.98,2,Cliente Leal
50817a6abzs,3,1,6448.61,1,Cliente Prometedor
508e11e1bzs,19,1,898.11,0,Clientes que Necesitan Atención
50942238bzs,23,1,698.7,0,Clientes que Necesitan Atención
50af82a3bzs,17,2,2821.49,0,Clientes que Necesitan Atención
50becb9bbzs,24,1,870.06,0,Clientes que Necesitan Atención
50c324c5bzs,22,1,1068.62,0,Clientes que Necesitan Atención
50c63ed7bzs,9,2,3034.67,4,Cliente Perdido
50d2e6a1bzs,16,1,10280.07,4,Cliente Perdido
50d44b8ebzs,13,1,2341.41,4,Cliente Perdido
50dda4fdbzs,20,3,15425.119999999999,0,Clientes que Necesitan Atención
50e263bcbzs,5,8,12184.75,1,Cliente Prometedor
50f0cbe7bzs,23,1,690.03,0,Clientes que Necesitan Atención
50f91ba4bzs,6,16,34426.189999999995,1,Cliente Prometedor
510bebecbzs,10,1,640.73,4,Cliente Perdido
510f4d87bzs,2,2,4237.76,1,Cliente Prometedor
