customer,recency,frequency,monetary,cluster,cluster_label
511636d8bzs,1,102,273137.3,3,Mejores clientes
515dce0dbzs,13,1,1059.1,4,Cliente Perdido
5167fcd8bzs,23,1,608.43,0,Clientes que Necesitan Atención
517fc3e6bzs,3,19,39560.02,1,Cliente Prometedor
518a7a74bzs,19,1,880.77,0,Clientes que Necesitan Atención
5190905ebzs,17,1,2515.15,0,Clientes que Necesitan Atención
5191a900bzs,6,1,1595.79,1,Cliente Prometedor
519c57bebzs,2,19,28382.86,1,Cliente Prometedor
519cb6cabzs,13,1,2156.96,4,Cliente Perdido
519fc6a7bzs,14,1,783.53,4,Cliente Perdido
51a558cdbzs,6,1,2569.55,1,Cliente Prometedor
51b36b51bzs,1,19,35550.0294,1,Cliente Prometedor
51cfb776bzs,8,3,39100.17,1,Cliente Prometedor
51d8f569bzs,3,2,5327.9326,1,Cliente Prometedor
51f4059bbzs,19,1,6378.23,0,Clientes que Necesitan Atención
51f8b430bzs,20,1,1096.84,0,Clientes que Necesitan Atención
5205457abzs,23,2,1397.4,0,Clientes que Necesitan Atención
5210f3bdbzs,7,2,732.19,1,Cliente Prometedor
521a2e1fbzs,2,1,5800.23,1,Cliente Prometedor
52478842bzs,5,2,9581.369999999999,1,Cliente Prometedor
52532eacbzs,6,2,7460.96,1,Cliente Prometedor
526d24bfbzs,6,12,16936.420000000002,1,Cliente Prometedor
52754414bzs,17,1,834.02,0,Clientes que Necesitan Atención
5278aeccbzs,9,2,2338.86,4,Cliente Perdido
5281db93bzs,18,1,911.2,0,Clientes que Necesitan Atención
5294a7f3bzs,23,1,4454.34,0,Clientes que Necesitan Atención
529649e3bzs,9,4,8231.4,4,Cliente Perdido
52992a50bzs,21,1,3875.66,0,Clientes que Necesitan Atención
529960aebzs,17,1,442.17,0,Clientes que Necesitan Atención
529d4afebzs,3,14,31350.38,1,Cliente Prometedor
52c29ffabzs,2,33,130478.4,2,Cliente Leal
52c4c77abzs,5,1,1282.48,1,Cliente Prometedor
52c9b1d6bzs,19,2,2336.99,0,Clientes que Necesitan Atención
52e996ebbzs,23,1,5731.55,0,Clientes que Necesitan Atención
53002975bzs,21,1,3090.77,0,Clientes que Necesitan Atención
531e95fdbzs,23,1,462.06,0,Clientes que Necesitan Atención
5327fcdfbzs,23,1,1261.06,0,Clientes que Necesitan Atención
535214f3bzs,21,1,861.39,0,Clientes que Necesitan Atención
535f0bf5bzs,20,1,1232.33,0,Clientes que Necesitan Atención
5363ab90bzs,6,4,5408.55,1,Cliente Prometedor
5366ee39bzs,17,1,2156.62,0,Clientes que Necesitan Atención
536f2ceebzs,13,1,1148.86,4,Cliente Perdido
536f35abbzs,5,2,1929.84,1,Cliente Prometedor
536f89c7bzs,20,1,1122.85,0,Clientes que Necesitan Atención
5372480bbzs,6,3,4988.99,1,Cliente Prometedor
537a46eabzs,15,1,5941.5,4,Cliente Perdido
537c8d4bbzs,23,1,1131.69,0,Clientes que Necesitan Atención
537d4947bzs,5,1,1277.89,1,Cliente Prometedor
537e749bbzs,1,1,2217.48,1,Cliente Prometedor
5381c3ebbzs,9,1,327.76,4,Cliente Perdido
53822499bzs,24,1,1662.77,0,Clientes que Necesitan Atención
538515a1bzs,22,1,1097.01,0,Clientes que Necesitan Atención
53859415bzs,16,1,761.43,4,Cliente Perdido
5386b0f6bzs,20,1,600.61,0,Clientes que Necesitan Atención
538a1e95bzs,8,2,17680.34,1,Cliente Prometedor
539c143ebzs,21,1,894.37,0,Clientes que Necesitan Atención
53a30fafbzs,2,2,19763.86,1,Cliente Prometedor
53aab042bzs,5,1,627.98,1,Cliente Prometedor
53ad9eaabzs,9,2,1669.23,4,Cliente Perdido
53baa475bzs,1,8,10640.3,1,Cliente Prometedor
53c4471dbzs,20,1,1816.28,0,Clientes que Necesitan Atención
53d1b67dbzs,8,1,919.02,4,Cliente Perdido
53d4a2cbbzs,21,1,1910.63,0,Clientes que Necesitan Atención
53d68fb1bzs,5,1,983.96,1,Cliente Prometedor
53d7483abzs,1,55,152078.6,2,Cliente Leal
53e2ff08bzs,15,1,1333.82,4,Cliente Perdido
53f42fc9bzs,8,1,1945.31,4,Cliente Perdido
53f6c6d3bzs,24,1,1085.62,0,Clientes que Necesitan Atención
54156a0fbzs,2,1,1648.83,1,Cliente Prometedor
5437ff13bzs,2,5,8838.3,1,Cliente Prometedor
5438624ebzs,23,1,1218.73,0,Clientes que Necesitan Atención
544dd1d8bzs,3,3,7562.62,1,Cliente Prometedor
5451a70ebzs,13,1,1560.26,4,Cliente Perdido
54723095bzs,14,1,4540.53,4,Cliente Perdido
547592febzs,8,2,16515.16,1,Cliente Prometedor
548e0069bzs,7,10,33774.7092,1,Cliente Prometedor
549bf71fbzs,17,2,1446.87,0,Clientes que Necesitan Atención
54d8cff6bzs,4,2,16639.43,1,Cliente Prometedor
54da0118bzs,6,8,22549.309999999998,1,Cliente Prometedor
54dd1ac7bzs,7,2,2046.29,1,Cliente Prometedor
54de73babzs,21,1,1143.59,0,Clientes que Necesitan Atención
54ea32afbzs,2,3,5978.73,1,Cliente Prometedor
54eb3dadbzs,4,2,3428.2200000000003,1,Cliente Prometedor
54ec1f8ebzs,3,1,737.12,1,Cliente Prometedor
54f264bfbzs,14,3,2020.1100000000001,4,Cliente Perdido
550e1985bzs,19,1,1726.35,0,Clientes que Necesitan Atención
55164a69bzs,17,1,2804.49,0,Clientes que Necesitan Atención
55202103bzs,6,1,1200.71,1,Cliente Prometedor
5525c1f7bzs,14,2,1302.88,4,Cliente Perdido
554287dbbzs,2,26,61654.58,2,Cliente Leal
55571068bzs,9,1,419.39,4,Cliente Perdido
555f3f62bzs,22,1,16442.23,0,Clientes que Necesitan Atención
556587bebzs,10,2,3513.05,4,Cliente Perdido
556d2213bzs,7,3,6211.799999999999,1,Cliente Prometedor
559eca05bzs,22,1,1036.49,0,Clientes que Necesitan Atención
55b0ebcfbzs,12,2,1840.42,4,Cliente Perdido
55b40c91bzs,2,25,62306.36,2,Cliente Leal
55bc00adbzs,1,21,23035.68,1,Cliente Prometedor
55c05dc7bzs,21,1,1768.85,0,Clientes que Necesitan Atención
55c07830bzs,23,1,2189.94,0,Clientes que Necesitan Atención
55d0f4bbbzs,1,6,34063.24,1,Cliente Prometedor
55e2c68cbzs,14,2,1271.77,4,Cliente Perdido
55f03685bzs,11,2,3454.74,4,Cliente Perdido
5601c252bzs,5,1,608.43,1,Cliente Prometedor
5609dabebzs,13,1,31441.5,4,Cliente Perdido
56122113bzs,12,2,2450.7200000000003,4,Cliente Perdido
56145029bzs,24,1,1454.69,0,Clientes que Necesitan Atención
562ea44fbzs,22,1,1206.49,0,Clientes que Necesitan Atención
563c0d82bzs,21,2,5288.87,0,Clientes que Necesitan Atención
564e5940bzs,13,1,632.23,4,Cliente Perdido
5668f5c8bzs,23,1,1241.68,0,Clientes que Necesitan Atención
567dcf19bzs,17,1,2909.38,0,Clientes que Necesitan Atención
56807a88bzs,1,6,11921.08,1,Cliente Prometedor
569bfe76bzs,23,1,2077.06,0,Clientes que Necesitan Atención
569da54bbzs,2,15,25573.78,1,Cliente Prometedor
56a55fefbzs,12,1,3212.32,4,Cliente Perdido
56c71322bzs,18,1,846.26,0,Clientes que Necesitan Atención
56c94925bzs,1,1,740.01,1,Cliente Prometedor
56f09d11bzs,21,1,1173.51,0,Clientes que Necesitan Atención
56f283dabzs,2,1,724.37,1,Cliente Prometedor
56fa3608bzs,10,4,4772.58,4,Cliente Perdido
56fd6d91bzs,16,1,2690.93,4,Cliente Perdido
570786c6bzs,13,1,1858.1,4,Cliente Perdido
57153838bzs,9,1,913.58,4,Cliente Perdido
571c77b6bzs,12,1,1076.78,4,Cliente Perdido
5731dcc4bzs,17,1,2665.6,0,Clientes que Necesitan Atención
57350329bzs,6,1,1281.29,1,Cliente Prometedor
57355a46bzs,20,1,662.32,0,Clientes que Necesitan Atención
5735e322bzs,7,1,3891.81,1,Cliente Prometedor
57366816bzs,12,2,2190.11,4,Cliente Perdido
573f854fbzs,2,98,289330.99,3,Mejores clientes
574cb508bzs,14,1,6953.0,4,Cliente Perdido
575b4d73bzs,7,1,478.55,1,Cliente Prometedor
57664993bzs,7,2,3861.72,1,Cliente Prometedor
5769a497bzs,3,1,972.23,1,Cliente Prometedor
5791d21bbzs,5,3,2786.81,1,Cliente Prometedor
579267cbbzs,21,1,5834.57,0,Clientes que Necesitan Atención
579ae8c7bzs,21,1,8957.64,0,Clientes que Necesitan Atención
579b42d6bzs,21,1,728.45,0,Clientes que Necesitan Atención
57b014d3bzs,17,1,510.0,0,Clientes que Necesitan Atención
57b439b6bzs,10,1,761.43,4,Cliente Perdido
57bfd560bzs,24,1,1158.04,0,Clientes que Necesitan Atención
57c54f0dbzs,5,1,558.62,1,Cliente Prometedor
57d81ea6bzs,11,1,602.82,4,Cliente Perdido
57ddd391bzs,7,1,1751.34,1,Cliente Prometedor
57eb1dbcbzs,1,6,16963.96,1,Cliente Prometedor
5821f05dbzs,3,2,6321.450000000001,1,Cliente Prometedor
582d78bfbzs,16,1,4956.35,4,Cliente Perdido
5839c7b6bzs,24,1,2164.1,0,Clientes que Necesitan Atención
5839e27ebzs,23,1,2984.18,0,Clientes que Necesitan Atención
583d7ed8bzs,4,8,28628.34,1,Cliente Prometedor
583e78f8bzs,1,1,489.09,1,Cliente Prometedor
5848de0cbzs,8,3,14650.6,1,Cliente Prometedor
58597dc8bzs,21,1,1274.83,0,Clientes que Necesitan Atención
586d03d0bzs,11,2,7240.13,4,Cliente Perdido
5877bcb6bzs,3,1,1847.39,1,Cliente Prometedor
58911a04bzs,6,1,836.91,1,Cliente Prometedor
5899e989bzs,22,1,8772.68,0,Clientes que Necesitan Atención
58a3e71ebzs,19,1,3100.29,0,Clientes que Necesitan Atención
58cc602fbzs,23,1,12558.41,0,Clientes que Necesitan Atención
58ce1686bzs,15,1,623.05,4,Cliente Perdido
58e6142ebzs,21,1,478.89,0,Clientes que Necesitan Atención
58e7ed82bzs,5,5,4632.67,1,Cliente Prometedor
58ecb06dbzs,3,5,11759.92,1,Cliente Prometedor
58fed439bzs,17,2,3573.91,0,Clientes que Necesitan Atención
58ffd4ccbzs,11,2,1418.1399999999999,4,Cliente Perdido
590654cdbzs,4,24,32500.6,1,Cliente Prometedor
591fbde4bzs,21,1,2916.86,0,Clientes que Necesitan Atención
593020c2bzs,12,6,17338.47,4,Cliente Perdido
5955908fbzs,21,1,232.56,0,Clientes que Necesitan Atención
5963c730bzs,6,2,4368.66,1,Cliente Prometedor
59a26491bzs,21,1,510.17,0,Clientes que Necesitan Atención
59ac9ae9bzs,16,1,1485.97,4,Cliente Perdido
59af769bbzs,22,1,1914.54,0,Clientes que Necesitan Atención
59ba52fdbzs,7,4,6072.06,1,Cliente Prometedor
59c0e659bzs,5,4,3993.81,1,Cliente Prometedor
59cd112bbzs,7,9,19563.940000000002,1,Cliente Prometedor
59cd3f79bzs,21,1,898.11,0,Clientes que Necesitan Atención
59dffc39bzs,1,3,18727.54,1,Cliente Prometedor
59e80530bzs,9,1,365.5,4,Cliente Perdido
59ed14b3bzs,1,39,87892.55,2,Cliente Leal
59edeb97bzs,2,30,89179.28,2,Cliente Leal
59f71608bzs,23,1,1106.02,0,Clientes que Necesitan Atención
59f72b2bbzs,15,1,857.82,4,Cliente Perdido
5a12ddafbzs,6,3,5099.15,1,Cliente Prometedor
5a13f9cfbzs,2,1,1674.33,1,Cliente Prometedor
5a1d9b5fbzs,18,1,1294.38,0,Clientes que Necesitan Atención
5a1dcd9ebzs,9,2,3227.2799999999997,4,Cliente Perdido
5a280ed3bzs,21,1,951.66,0,Clientes que Necesitan Atención
5a4a6f30bzs,1,8,22891.86,1,Cliente Prometedor
5a61705cbzs,21,1,698.7,0,Clientes que Necesitan Atención
5a62ab01bzs,21,1,1453.84,0,Clientes que Necesitan Atención
5a69ca01bzs,7,1,474.3,1,Cliente Prometedor
5a90142cbzs,21,1,1547.51,0,Clientes que Necesitan Atención
5a92f05bbzs,23,2,7113.82,0,Clientes que Necesitan Atención
5aa43557bzs,14,1,1667.87,4,Cliente Perdido
5aaa1479bzs,4,2,3567.4500000000003,1,Cliente Prometedor
5abaa951bzs,21,1,707.88,0,Clientes que Necesitan Atención
5ac62e80bzs,17,2,1081.3700000000001,0,Clientes que Necesitan Atención
5b014bf8bzs,21,2,1982.37,0,Clientes que Necesitan Atención
5b049ae0bzs,7,2,4356.59,1,Cliente Prometedor
5b04a3babzs,11,1,2154.24,4,Cliente Perdido
5b0912bdbzs,21,1,432.48,0,Clientes que Necesitan Atención
5b1e1c56bzs,1,3,2678.01,1,Cliente Prometedor
5b277ee6bzs,10,4,105824.32,2,Cliente Leal
5b2eec5fbzs,10,2,2196.4,4,Cliente Perdido
5b48f029bzs,20,1,967.13,0,Clientes que Necesitan Atención
5b4ee820bzs,8,1,19787.66,1,Cliente Prometedor
5b6fe3f0bzs,10,1,2518.38,4,Cliente Perdido
5b71c586bzs,22,1,25586.19,0,Clientes que Necesitan Atención
5b8c9da8bzs,23,2,2914.99,0,Clientes que Necesitan Atención
5b9fd8b1bzs,19,2,21350.81,0,Clientes que Necesitan Atención
5ba24f62bzs,18,2,1652.9099999999999,0,Clientes que Necesitan Atención
5ba6af53bzs,13,1,421.26,4,Cliente Perdido
5bb63202bzs,16,2,1011.16,4,Cliente Perdido
5bbfd823bzs,17,1,1661.07,0,Clientes que Necesitan Atención
5bd509e0bzs,23,1,698.7,0,Clientes que Necesitan Atención
5bd561b2bzs,17,1,1694.73,0,Clientes que Necesitan Atención
5bea2801bzs,24,1,934.15,0,Clientes que Necesitan Atención
5bf78843bzs,1,5,3746.63,1,Cliente Prometedor
5bfa5393bzs,1,15,23219.96,1,Cliente Prometedor
5bfbcdf3bzs,3,1,849.66,1,Cliente Prometedor
5c049339bzs,18,1,864.45,0,Clientes que Necesitan Atención
5c13b8e6bzs,21,1,3133.78,0,Clientes que Necesitan Atención
5c3ff9e5bzs,8,2,3091.45,4,Cliente Perdido
5c479228bzs,7,1,2310.98,1,Cliente Prometedor
5c47a23bbzs,17,1,821.27,0,Clientes que Necesitan Atención
5c4fd09dbzs,16,1,1519.63,4,Cliente Perdido
5c5517acbzs,9,1,391.85,4,Cliente Perdido
5c63b948bzs,2,32,55793.659999999996,2,Cliente Leal
5c63f3a8bzs,5,1,722.16,1,Cliente Prometedor
5c66e403bzs,8,1,2092.19,4,Cliente Perdido
5c6fe338bzs,24,1,1176.57,0,Clientes que Necesitan Atención
5c7e8865bzs,18,1,1845.52,0,Clientes que Necesitan Atención
5c8bcc9dbzs,9,3,2481.3199999999997,4,Cliente Perdido
5c95aa71bzs,23,1,3314.83,0,Clientes que Necesitan Atención
5c96ca46bzs,22,1,1158.72,0,Clientes que Necesitan Atención
5c979910bzs,1,4,5711.660000000001,1,Cliente Prometedor
5ca0fbb4bzs,17,1,1005.55,0,Clientes que Necesitan Atención
5ca64743bzs,15,8,9154.160000000002,4,Cliente Perdido
5cb2f9f7bzs,5,1,6467.99,1,Cliente Prometedor
5cb61adbbzs,21,2,2265.59,0,Clientes que Necesitan Atención
5cb70ddfbzs,4,1,892.84,1,Cliente Prometedor
5cc1bbe2bzs,9,1,2123.64,4,Cliente Perdido
5cc2ce1fbzs,20,1,1270.07,0,Clientes que Necesitan Atención
5cd4da3dbzs,20,1,5784.93,0,Clientes que Necesitan Atención
5cd76517bzs,11,1,2684.98,4,Cliente Perdido
5cd93454bzs,4,3,3376.88,1,Cliente Prometedor
5cd9476bbzs,3,2,8855.3,1,Cliente Prometedor
5cdfca0dbzs,3,1,1112.31,1,Cliente Prometedor
5ce3d70ebzs,18,1,1005.89,0,Clientes que Necesitan Atención
5ce719afbzs,9,1,14618.4581,4,Cliente Perdido
5ced9928bzs,13,1,1711.39,4,Cliente Perdido
5d05fae9bzs,7,1,460.36,1,Cliente Prometedor
5d0a30a5bzs,18,1,4713.08,0,Clientes que Necesitan Atención
5d4cebddbzs,1,14,25323.71,1,Cliente Prometedor
5d5183c7bzs,13,1,757.18,4,Cliente Perdido
5d6527bdbzs,23,1,1842.29,0,Clientes que Necesitan Atención
5d756803bzs,22,2,4238.610000000001,0,Clientes que Necesitan Atención
5d81dfb4bzs,23,1,1470.67,0,Clientes que Necesitan Atención
5d93d3d5bzs,24,1,1714.45,0,Clientes que Necesitan Atención
5d9cda59bzs,4,1,1816.28,1,Cliente Prometedor
5d9d241fbzs,2,4,6362.25,1,Cliente Prometedor
5dae9989bzs,21,1,1103.64,0,Clientes que Necesitan Atención
5db48f3ebzs,10,1,1044.99,4,Cliente Perdido
5dc245a5bzs,2,7,5549.65,1,Cliente Prometedor
5ddbf826bzs,9,2,2562.75,4,Cliente Perdido
5de10122bzs,21,1,1690.82,0,Clientes que Necesitan Atención
5df0de4dbzs,21,1,395.08,0,Clientes que Necesitan Atención
5df2c5f1bzs,24,1,2320.5,0,Clientes que Necesitan Atención
5dfb1356bzs,22,1,7478.98,0,Clientes que Necesitan Atención
5e0df923bzs,21,1,1200.2,0,Clientes que Necesitan Atención
5e1be0a8bzs,8,5,5474.0,1,Cliente Prometedor
5e24ca21bzs,1,3,8723.55,1,Cliente Prometedor
5e337452bzs,4,5,14039.11,1,Cliente Prometedor
5e35b4c6bzs,3,3,3751.2200000000003,1,Cliente Prometedor
5e59d633bzs,23,1,1221.79,0,Clientes que Necesitan Atención
5e60b69cbzs,23,2,1397.4,0,Clientes que Necesitan Atención
5e67fa81bzs,13,1,756.16,4,Cliente Perdido
5e7abe76bzs,21,1,375.7,0,Clientes que Necesitan Atención
5e8f9c64bzs,3,1,590.58,1,Cliente Prometedor
5ea1b207bzs,12,6,8782.539999999999,4,Cliente Perdido
5ea221b4bzs,1,4,15228.26,1,Cliente Prometedor
5eac5d6cbzs,1,1,1016.77,1,Cliente Prometedor
5eac6fbfbzs,6,2,2376.26,1,Cliente Prometedor
5eb281ffbzs,23,1,3695.29,0,Clientes que Necesitan Atención
5eb7b257bzs,21,2,4598.16,0,Clientes que Necesitan Atención
5eb86bc3bzs,1,40,94301.38,2,Cliente Leal
5ebb0910bzs,6,2,16921.8,1,Cliente Prometedor
5ebce090bzs,13,2,2320.84,4,Cliente Perdido
5ebf1cf8bzs,17,1,904.57,0,Clientes que Necesitan Atención
5ec34c23bzs,23,1,5731.55,0,Clientes que Necesitan Atención
5ec77bc1bzs,15,1,736.27,4,Cliente Perdido
5efc3d41bzs,1,146,364320.2,3,Mejores clientes
5efc7a74bzs,12,2,1960.6100000000001,4,Cliente Perdido
5efdf273bzs,19,1,730.66,0,Clientes que Necesitan Atención
5f0f1d0ebzs,21,1,1017.45,0,Clientes que Necesitan Atención
5f2e4310bzs,13,1,2075.53,4,Cliente Perdido
5f31d637bzs,9,2,2794.8,4,Cliente Perdido
5f3744debzs,23,1,2036.94,0,Clientes que Necesitan Atención
5f377dcdbzs,4,10,15181.51,1,Cliente Prometedor
5f383cb7bzs,3,1,4607.0,1,Cliente Prometedor
5f7486ccbzs,5,1,1003.17,1,Cliente Prometedor
5f761c46bzs,11,1,1604.29,4,Cliente Perdido
5f9b8e07bzs,2,1,2735.64,1,Cliente Prometedor
5fa59f2abzs,11,1,825.69,4,Cliente Perdido
5fd5811abzs,19,1,1306.28,0,Clientes que Necesitan Atención
5fd806c2bzs,4,2,2123.13,1,Cliente Prometedor
5fd84dc5bzs,8,4,16437.3,1,Cliente Prometedor
5fd96917bzs,3,5,7516.89,1,Cliente Prometedor
5fde9fecbzs,16,2,1460.13,4,Cliente Perdido
5ff24ec5bzs,17,1,1186.6,0,Clientes que Necesitan Atención
5ff7cb95bzs,16,1,1027.82,4,Cliente Perdido
6003c9c0bzs,1,17,33473.68,1,Cliente Prometedor
6003d559bzs,23,1,1968.77,0,Clientes que Necesitan Atención
603891bdbzs,5,1,1900.26,1,Cliente Prometedor
6043d7e8bzs,24,1,1424.77,0,Clientes que Necesitan Atención
60619091bzs,5,1,1514.19,1,Cliente Prometedor
606f71ccbzs,17,1,1008.61,0,Clientes que Necesitan Atención
607baa5ebzs,7,2,1528.13,1,Cliente Prometedor
6081dd9ebzs,19,2,5993.6900000000005,0,Clientes que Necesitan Atención
60852f56bzs,7,1,1628.26,1,Cliente Prometedor
6085bbfebzs,20,1,3289.16,0,Clientes que Necesitan Atención
609aed96bzs,23,1,779.45,0,Clientes que Necesitan Atención
60a7f7b7bzs,2,37,89617.2,2,Cliente Leal
60aa8596bzs,23,1,698.7,0,Clientes que Necesitan Atención
60d1f63ebzs,20,1,5174.97,0,Clientes que Necesitan Atención
60dfe857bzs,11,3,4190.67,4,Cliente Perdido
60ed4121bzs,1,89,83937.5,2,Cliente Leal
60f8ad18bzs,14,1,1621.63,4,Cliente Perdido
6116a830bzs,12,2,10050.23,4,Cliente Perdido
61287a66bzs,10,1,874.65,4,Cliente Perdido
612a5b29bzs,23,1,1567.74,0,Clientes que Necesitan Atención
612f5f4fbzs,21,1,406.13,0,Clientes que Necesitan Atención
6139aa58bzs,5,3,7607.5,1,Cliente Prometedor
613f5c6bbzs,21,1,3351.89,0,Clientes que Necesitan Atención
615987efbzs,13,4,30221.24,4,Cliente Perdido
6160d95ebzs,8,1,4757.79,4,Cliente Perdido
616896e8bzs,7,3,1852.3200000000002,1,Cliente Prometedor
616b9a26bzs,23,1,2014.67,0,Clientes que Necesitan Atención
6171673bbzs,22,1,1871.19,0,Clientes que Necesitan Atención
61736b84bzs,3,1,1937.66,1,Cliente Prometedor
61817169bzs,2,1,1378.53,1,Cliente Prometedor
61a4acf0bzs,13,2,1227.06,4,Cliente Perdido
61aaffd9bzs,21,2,1948.03,0,Clientes que Necesitan Atención
61c6f7eabzs,17,1,421.26,0,Clientes que Necesitan Atención
61cc7407bzs,24,1,819.74,0,Clientes que Necesitan Atención
61d61c38bzs,12,1,1293.87,4,Cliente Perdido
61dc0acdbzs,22,1,375.7,0,Clientes que Necesitan Atención
61e06cccbzs,24,1,2864.5,0,Clientes que Necesitan Atención
61e665ccbzs,6,1,899.64,1,Cliente Prometedor
61ead6e5bzs,16,1,4301.3315,4,Cliente Perdido
62079597bzs,13,1,1814.41,4,Cliente Perdido
620dc9f1bzs,13,1,1405.39,4,Cliente Perdido
621f1538bzs,20,5,5775.92,0,Clientes que Necesitan Atención
6228519ebzs,1,1,1247.46,1,Cliente Prometedor
622967dbbzs,18,1,955.23,0,Clientes que Necesitan Atención
622e86fbbzs,6,2,2077.4,1,Cliente Prometedor
62587a44bzs,22,1,698.7,0,Clientes que Necesitan Atención
625995e8bzs,1,10,9026.83,1,Cliente Prometedor
62757c6bbzs,23,1,4186.08,0,Clientes que Necesitan Atención
62995cb7bzs,7,1,2018.41,1,Cliente Prometedor
62b54cbfbzs,23,1,1261.57,0,Clientes que Necesitan Atención
62b784adbzs,21,1,1789.25,0,Clientes que Necesitan Atención
62bbbfd1bzs,20,1,1430.04,0,Clientes que Necesitan Atención
62cc2e36bzs,11,1,399.5,4,Cliente Perdido
62de4b28bzs,19,1,547.23,0,Clientes que Necesitan Atención
62e6558dbzs,1,34,36369.8,2,Cliente Leal
62e7d3cfbzs,2,14,27934.74,1,Cliente Prometedor
6303bf33bzs,6,1,1674.16,1,Cliente Prometedor
630dde02bzs,23,1,1724.31,0,Clientes que Necesitan Atención
63107712bzs,22,2,38446.52,0,Clientes que Necesitan Atención
631b1ed9bzs,23,1,1186.43,0,Clientes que Necesitan Atención
6321a361bzs,13,1,973.76,4,Cliente Perdido
63269325bzs,23,1,3193.11,0,Clientes que Necesitan Atención
632de26dbzs,17,1,6545.85,0,Clientes que Necesitan Atención
633cfe3cbzs,7,1,414.46,1,Cliente Prometedor
63478826bzs,1,1,436.05,1,Cliente Prometedor
63547729bzs,22,1,1361.53,0,Clientes que Necesitan Atención
637b66eabzs,6,1,2036.43,1,Cliente Prometedor
63833988bzs,20,1,1150.05,0,Clientes que Necesitan Atención
6391b500bzs,19,1,851.36,0,Clientes que Necesitan Atención
639ae15bbzs,21,1,667.25,0,Clientes que Necesitan Atención
639b3ba2bzs,7,1,1703.57,1,Cliente Prometedor
63a097eabzs,2,4,4486.64,1,Cliente Prometedor
63a5a9b9bzs,6,1,1781.09,1,Cliente Prometedor
63aa79a2bzs,13,1,654.84,4,Cliente Perdido
63c23c61bzs,1,1,1062.16,1,Cliente Prometedor
63df63d8bzs,14,3,3167.61,4,Cliente Perdido
63f3a2a7bzs,8,9,34111.35,1,Cliente Prometedor
63f469ccbzs,8,1,3738.3,4,Cliente Perdido
6401d122bzs,21,1,1363.57,0,Clientes que Necesitan Atención
640b1de6bzs,23,1,1212.61,0,Clientes que Necesitan Atención
640d044bbzs,3,1,2298.74,1,Cliente Prometedor
641ffeecbzs,23,1,1660.56,0,Clientes que Necesitan Atención
6422f5ebbzs,1,59,89934.25,2,Cliente Leal
642688bdbzs,23,2,4552.09,0,Clientes que Necesitan Atención
6443045cbzs,1,65,115963.45999999999,2,Cliente Leal
64497eedbzs,23,1,987.36,0,Clientes que Necesitan Atención
644c4dcabzs,4,1,1095.48,1,Cliente Prometedor
644d4db4bzs,4,14,31070.39,1,Cliente Prometedor
6454a985bzs,23,1,1290.3,0,Clientes que Necesitan Atención
645de2bfbzs,19,1,1344.19,0,Clientes que Necesitan Atención
64633cd0bzs,3,1,1443.64,1,Cliente Prometedor
64734052bzs,21,1,2152.71,0,Clientes que Necesitan Atención
64891dbfbzs,13,1,832.66,4,Cliente Perdido
648dc3d4bzs,8,2,2648.09,4,Cliente Perdido
6490097bbzs,8,2,1038.8700000000001,4,Cliente Perdido
649227dabzs,21,1,1620.95,0,Clientes que Necesitan Atención
64973de2bzs,2,9,11980.41,1,Cliente Prometedor
64975c19bzs,22,1,698.7,0,Clientes que Necesitan Atención
64b7f862bzs,13,1,647.02,4,Cliente Perdido
64bb8a44bzs,7,1,1094.63,1,Cliente Prometedor
64bdf2a0bzs,16,1,43773.13,4,Cliente Perdido
64ce5c9dbzs,8,4,6471.39,1,Cliente Prometedor
64d3bac8bzs,3,1,1035.98,1,Cliente Prometedor
64d4c822bzs,4,1,737.12,1,Cliente Prometedor
64ec0397bzs,13,1,1976.59,4,Cliente Perdido
64f6fda2bzs,19,5,5672.219999999999,0,Clientes que Necesitan Atención
651ea674bzs,10,2,3502.34,4,Cliente Perdido
651f7f70bzs,20,1,1337.73,0,Clientes que Necesitan Atención
6529bb7abzs,15,1,426.87,4,Cliente Perdido
653faa82bzs,10,3,21699.31,4,Cliente Perdido
6546584bbzs,12,3,5012.79,4,Cliente Perdido
6549078ebzs,5,1,1807.78,1,Cliente Prometedor
655972a3bzs,6,3,5689.39,1,Cliente Prometedor
6559db7dbzs,21,1,2094.91,0,Clientes que Necesitan Atención
655f22ecbzs,23,1,952.0,0,Clientes que Necesitan Atención
6567112dbzs,3,8,28984.49,1,Cliente Prometedor
657300bbbzs,22,1,909.16,0,Clientes que Necesitan Atención
657c041dbzs,9,1,1838.89,4,Cliente Perdido
658dfefdbzs,1,70,189461.43,2,Cliente Leal
65a5c5c4bzs,17,1,679.32,0,Clientes que Necesitan Atención
65a770ddbzs,14,1,746.81,4,Cliente Perdido
65a9d885bzs,21,1,2818.09,0,Clientes que Necesitan Atención
65b4547fbzs,2,6,6712.11,1,Cliente Prometedor
65b57bb5bzs,8,1,737.12,4,Cliente Perdido
65b8ea11bzs,5,1,2340.39,1,Cliente Prometedor
65c092ebbzs,17,1,1330.25,0,Clientes que Necesitan Atención
65c34650bzs,5,1,439.79,1,Cliente Prometedor
65ca3bfbbzs,1,1,3943.32,1,Cliente Prometedor
65d09e59bzs,21,1,1404.71,0,Clientes que Necesitan Atención
65ef2617bzs,22,1,1607.52,0,Clientes que Necesitan Atención
65f5783fbzs,20,5,7233.84,0,Clientes que Necesitan Atención
